sample_id,group,model,sloc,nom,wmc,nof,n_smells,td_density,smell_LongMethod,smell_HighComplexity,smell_ComplexConditional,smell_GodClass,smell_LongParamList,smell_DeepNesting,smell_Duplicate,dup_logic,dup_echo,n_smells_logic,density_logic
ClassEval_69,AI,Granite-8B-Code,8,3,4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_70,AI,Granite-8B-Code,17,4,9,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_71,AI,Granite-8B-Code,42,4,16,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_72,AI,Granite-8B-Code,21,10,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_73,AI,Granite-8B-Code,18,5,6,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_74,AI,Granite-8B-Code,29,6,11,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_75,AI,Granite-8B-Code,19,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_76,AI,Granite-8B-Code,21,6,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_77,AI,Granite-8B-Code,13,5,5,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_78,AI,Granite-8B-Code,7,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_79,AI,Granite-8B-Code,23,7,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_80,AI,Granite-8B-Code,19,4,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_81,AI,Granite-8B-Code,53,7,26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_82,AI,Granite-8B-Code,40,8,15,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_83,AI,Granite-8B-Code,28,5,5,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_84,AI,Granite-8B-Code,18,5,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_85,AI,Granite-8B-Code,33,8,16,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_86,AI,Granite-8B-Code,27,4,16,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_87,AI,Granite-8B-Code,21,8,8,1,1,47.61904761904761,0,0,0,0,1,0,0,0,0,1,47.61904761904761
ClassEval_88,AI,Granite-8B-Code,10,4,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_89,AI,Granite-8B-Code,12,5,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_90,AI,Granite-8B-Code,13,6,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_91,AI,Granite-8B-Code,10,4,4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_92,AI,Granite-8B-Code,18,5,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_93,AI,Granite-8B-Code,9,4,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_94,AI,Granite-8B-Code,27,6,11,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_95,AI,Granite-8B-Code,30,7,14,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_96,AI,Granite-8B-Code,23,5,7,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_97,AI,Granite-8B-Code,19,3,7,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_98,AI,Granite-8B-Code,16,5,6,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_99,AI,Granite-8B-Code,18,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_0,AI,Qwen2.5-Coder-14B,28,5,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_1,AI,Qwen2.5-Coder-14B,15,6,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_2,AI,Qwen2.5-Coder-14B,33,5,13,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_3,AI,Qwen2.5-Coder-14B,25,6,13,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_4,AI,Qwen2.5-Coder-14B,39,7,20,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_5,AI,Qwen2.5-Coder-14B,16,3,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_6,AI,Qwen2.5-Coder-14B,18,3,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_7,AI,Qwen2.5-Coder-14B,20,3,10,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_8,AI,Qwen2.5-Coder-14B,26,5,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_9,AI,Qwen2.5-Coder-14B,7,3,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_10,AI,Qwen2.5-Coder-14B,23,5,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_11,AI,Qwen2.5-Coder-14B,16,4,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_12,AI,Qwen2.5-Coder-14B,38,4,15,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_13,AI,Qwen2.5-Coder-14B,23,5,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_14,AI,Qwen2.5-Coder-14B,23,7,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_15,AI,Qwen2.5-Coder-14B,25,4,10,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_16,AI,Qwen2.5-Coder-14B,38,4,16,1,1,26.315789473684212,0,1,0,0,0,0,0,0,0,1,26.31578947368421
ClassEval_17,AI,Qwen2.5-Coder-14B,28,7,17,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_18,AI,Qwen2.5-Coder-14B,21,8,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_19,AI,Qwen2.5-Coder-14B,19,3,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_20,AI,Qwen2.5-Coder-14B,24,5,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_21,AI,Qwen2.5-Coder-14B,27,5,12,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_22,AI,Qwen2.5-Coder-14B,31,6,18,2,1,32.25806451612903,0,0,0,0,0,1,0,0,0,1,32.25806451612903
ClassEval_23,AI,Qwen2.5-Coder-14B,28,6,12,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_24,AI,Qwen2.5-Coder-14B,13,5,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_25,AI,Qwen2.5-Coder-14B,23,4,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_26,AI,Qwen2.5-Coder-14B,33,4,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_27,AI,Qwen2.5-Coder-14B,21,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_28,AI,Qwen2.5-Coder-14B,31,5,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_29,AI,Qwen2.5-Coder-14B,21,3,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_30,AI,Qwen2.5-Coder-14B,17,7,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_31,AI,Qwen2.5-Coder-14B,44,4,20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_32,AI,Qwen2.5-Coder-14B,39,4,16,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_33,AI,Qwen2.5-Coder-14B,22,6,13,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_34,AI,Qwen2.5-Coder-14B,43,6,14,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_35,AI,Qwen2.5-Coder-14B,48,5,25,2,1,20.833333333333332,0,1,0,0,0,0,0,0,0,1,20.833333333333332
ClassEval_36,AI,Qwen2.5-Coder-14B,26,6,12,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_37,AI,Qwen2.5-Coder-14B,35,4,14,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_38,AI,Qwen2.5-Coder-14B,36,4,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_39,AI,Qwen2.5-Coder-14B,60,8,26,3,1,16.666666666666668,0,1,0,0,0,0,0,0,0,1,16.666666666666668
ClassEval_40,AI,Qwen2.5-Coder-14B,27,4,9,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_41,AI,Qwen2.5-Coder-14B,34,4,23,3,1,29.41176470588235,0,0,0,0,0,1,0,0,0,1,29.41176470588235
ClassEval_42,AI,Qwen2.5-Coder-14B,31,5,16,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_43,AI,Qwen2.5-Coder-14B,24,6,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_44,AI,Qwen2.5-Coder-14B,39,4,13,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_45,AI,Qwen2.5-Coder-14B,18,6,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_46,AI,Qwen2.5-Coder-14B,44,3,18,0,2,45.45454545454546,0,1,1,0,0,0,0,0,0,2,45.45454545454545
ClassEval_47,AI,Qwen2.5-Coder-14B,22,4,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_48,AI,Qwen2.5-Coder-14B,16,3,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_49,AI,Qwen2.5-Coder-14B,33,8,17,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_50,AI,Qwen2.5-Coder-14B,25,3,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_51,AI,Qwen2.5-Coder-14B,18,2,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_52,AI,Qwen2.5-Coder-14B,26,5,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_53,AI,Qwen2.5-Coder-14B,13,3,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_54,AI,Qwen2.5-Coder-14B,43,6,24,3,3,69.76744186046513,0,0,2,0,0,0,1,0,1,2,46.51162790697674
ClassEval_55,AI,Qwen2.5-Coder-14B,25,3,12,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_56,AI,Qwen2.5-Coder-14B,38,6,19,4,1,26.315789473684212,0,1,0,0,0,0,0,0,0,1,26.31578947368421
ClassEval_57,AI,Qwen2.5-Coder-14B,28,3,11,0,1,35.714285714285715,0,0,0,0,0,0,1,0,1,0,0.0
ClassEval_58,AI,Qwen2.5-Coder-14B,41,5,24,5,2,48.78048780487805,0,1,0,0,0,1,0,0,0,2,48.78048780487805
ClassEval_59,AI,Qwen2.5-Coder-14B,27,4,13,1,2,74.07407407407408,0,0,0,0,0,1,1,0,1,1,37.03703703703704
ClassEval_60,AI,Qwen2.5-Coder-14B,17,5,5,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_61,AI,Qwen2.5-Coder-14B,47,9,19,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_62,AI,Qwen2.5-Coder-14B,13,3,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_63,AI,Qwen2.5-Coder-14B,16,3,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_64,AI,Qwen2.5-Coder-14B,13,6,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_65,AI,Qwen2.5-Coder-14B,42,6,17,5,1,23.809523809523807,0,0,0,0,0,1,0,0,0,1,23.809523809523807
ClassEval_66,AI,Qwen2.5-Coder-14B,13,3,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_67,AI,Qwen2.5-Coder-14B,24,4,9,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_68,AI,Qwen2.5-Coder-14B,24,4,10,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_69,AI,Qwen2.5-Coder-14B,20,3,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_70,AI,Qwen2.5-Coder-14B,18,4,10,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_71,AI,Qwen2.5-Coder-14B,56,5,27,7,1,17.857142857142858,0,1,0,0,0,0,0,0,0,1,17.857142857142858
ClassEval_72,AI,Qwen2.5-Coder-14B,25,10,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_73,AI,Qwen2.5-Coder-14B,28,6,8,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_74,AI,Qwen2.5-Coder-14B,28,6,11,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_75,AI,Qwen2.5-Coder-14B,21,5,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_76,AI,Qwen2.5-Coder-14B,24,6,14,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_77,AI,Qwen2.5-Coder-14B,38,5,13,7,1,26.315789473684212,0,0,1,0,0,0,0,0,0,1,26.31578947368421
ClassEval_78,AI,Qwen2.5-Coder-14B,15,3,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_79,AI,Qwen2.5-Coder-14B,30,7,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_80,AI,Qwen2.5-Coder-14B,27,4,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_81,AI,Qwen2.5-Coder-14B,38,7,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_82,AI,Qwen2.5-Coder-14B,41,8,17,2,1,24.390243902439025,0,0,0,0,0,1,0,0,0,1,24.390243902439025
ClassEval_83,AI,Qwen2.5-Coder-14B,28,5,5,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_84,AI,Qwen2.5-Coder-14B,21,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_85,AI,Qwen2.5-Coder-14B,35,8,17,3,1,28.57142857142857,0,0,1,0,0,0,0,0,0,1,28.57142857142857
ClassEval_86,AI,Qwen2.5-Coder-14B,24,4,21,2,1,41.666666666666664,0,1,0,0,0,0,0,0,0,1,41.666666666666664
ClassEval_87,AI,Qwen2.5-Coder-14B,21,8,8,1,1,47.61904761904761,0,0,0,0,1,0,0,0,0,1,47.61904761904761
ClassEval_88,AI,Qwen2.5-Coder-14B,33,6,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_89,AI,Qwen2.5-Coder-14B,21,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_90,AI,Qwen2.5-Coder-14B,14,6,6,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_91,AI,Qwen2.5-Coder-14B,21,6,11,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_92,AI,Qwen2.5-Coder-14B,21,6,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_93,AI,Qwen2.5-Coder-14B,13,4,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_94,AI,Qwen2.5-Coder-14B,30,6,13,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_95,AI,Qwen2.5-Coder-14B,32,7,15,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_96,AI,Qwen2.5-Coder-14B,23,5,10,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_97,AI,Qwen2.5-Coder-14B,32,3,12,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_98,AI,Qwen2.5-Coder-14B,33,5,11,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_99,AI,Qwen2.5-Coder-14B,32,5,14,1,1,31.25,0,0,0,0,0,1,0,0,0,1,31.25
ClassEval_0,AI,StarCoder2-15B,20,5,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_1,AI,StarCoder2-15B,13,6,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_2,AI,StarCoder2-15B,28,5,12,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_3,AI,StarCoder2-15B,19,6,13,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_4,AI,StarCoder2-15B,20,7,16,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_5,AI,StarCoder2-15B,16,3,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_6,AI,StarCoder2-15B,13,3,4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_7,AI,StarCoder2-15B,18,3,10,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_8,AI,StarCoder2-15B,20,5,8,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_9,AI,StarCoder2-15B,64,3,15,0,2,31.25,0,0,0,0,0,0,2,2,0,2,31.25
ClassEval_10,AI,StarCoder2-15B,25,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_11,AI,StarCoder2-15B,16,4,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_12,AI,StarCoder2-15B,40,4,17,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_13,AI,StarCoder2-15B,19,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_14,AI,StarCoder2-15B,30,7,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_15,AI,StarCoder2-15B,28,4,11,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_16,AI,StarCoder2-15B,38,4,18,1,1,26.315789473684212,0,1,0,0,0,0,0,0,0,1,26.31578947368421
ClassEval_17,AI,StarCoder2-15B,28,7,17,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_18,AI,StarCoder2-15B,18,8,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_19,AI,StarCoder2-15B,15,3,8,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_20,AI,StarCoder2-15B,23,5,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_21,AI,StarCoder2-15B,27,5,14,2,1,37.03703703703704,0,0,1,0,0,0,0,0,0,1,37.03703703703704
ClassEval_22,AI,StarCoder2-15B,27,6,14,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_23,AI,StarCoder2-15B,23,6,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_24,AI,StarCoder2-15B,11,5,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_25,AI,StarCoder2-15B,18,4,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_26,AI,StarCoder2-15B,22,4,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_27,AI,StarCoder2-15B,17,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_28,AI,StarCoder2-15B,33,5,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_29,AI,StarCoder2-15B,13,3,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_30,AI,StarCoder2-15B,15,7,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_31,AI,StarCoder2-15B,26,4,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_32,AI,StarCoder2-15B,34,4,16,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_33,AI,StarCoder2-15B,29,6,13,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_34,AI,StarCoder2-15B,46,6,15,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_35,AI,StarCoder2-15B,48,5,21,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_36,AI,StarCoder2-15B,24,6,11,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_37,AI,StarCoder2-15B,40,4,13,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_38,AI,StarCoder2-15B,36,4,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_39,AI,StarCoder2-15B,53,7,23,2,1,18.867924528301888,0,1,0,0,0,0,0,0,0,1,18.867924528301884
ClassEval_40,AI,StarCoder2-15B,32,4,12,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_41,AI,StarCoder2-15B,42,4,31,3,7,166.66666666666666,0,1,4,0,0,1,1,1,0,7,166.66666666666666
ClassEval_42,AI,StarCoder2-15B,31,5,14,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_43,AI,StarCoder2-15B,24,6,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_44,AI,StarCoder2-15B,26,3,3,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_45,AI,StarCoder2-15B,18,6,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_46,AI,StarCoder2-15B,16,3,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_47,AI,StarCoder2-15B,20,4,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_48,AI,StarCoder2-15B,18,4,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_49,AI,StarCoder2-15B,31,8,14,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_50,AI,StarCoder2-15B,25,3,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_51,AI,StarCoder2-15B,22,2,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_52,AI,StarCoder2-15B,16,4,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_53,AI,StarCoder2-15B,13,3,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_54,AI,StarCoder2-15B,45,6,28,3,3,66.66666666666667,0,1,2,0,0,0,0,0,0,3,66.66666666666667
ClassEval_55,AI,StarCoder2-15B,21,3,8,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_56,AI,StarCoder2-15B,34,6,16,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_57,AI,StarCoder2-15B,27,3,9,0,1,37.03703703703704,0,0,0,0,0,0,1,0,1,0,0.0
ClassEval_58,AI,StarCoder2-15B,41,5,21,5,2,48.78048780487805,0,1,0,0,0,1,0,0,0,2,48.78048780487805
ClassEval_59,AI,StarCoder2-15B,23,4,11,1,2,86.95652173913044,0,0,0,0,0,1,1,0,1,1,43.47826086956522
ClassEval_60,AI,StarCoder2-15B,21,5,5,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_61,AI,StarCoder2-15B,40,9,17,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_62,AI,StarCoder2-15B,12,3,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_63,AI,StarCoder2-15B,22,3,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_64,AI,StarCoder2-15B,13,6,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_65,AI,StarCoder2-15B,41,6,14,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_66,AI,StarCoder2-15B,12,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_67,AI,StarCoder2-15B,21,4,9,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_68,AI,StarCoder2-15B,19,4,6,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_69,AI,StarCoder2-15B,20,3,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_70,AI,StarCoder2-15B,17,4,9,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_71,AI,StarCoder2-15B,61,4,21,7,2,32.78688524590164,1,1,0,0,0,0,0,0,0,2,32.786885245901644
ClassEval_72,AI,StarCoder2-15B,21,10,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_73,AI,StarCoder2-15B,31,6,8,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_74,AI,StarCoder2-15B,31,6,12,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_75,AI,StarCoder2-15B,19,5,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_76,AI,StarCoder2-15B,21,6,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_77,AI,StarCoder2-15B,33,5,10,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_78,AI,StarCoder2-15B,8,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_79,AI,StarCoder2-15B,33,7,12,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_80,AI,StarCoder2-15B,33,4,12,0,2,60.6060606060606,0,0,0,0,0,0,2,2,0,2,60.60606060606061
ClassEval_81,AI,StarCoder2-15B,37,7,20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_82,AI,StarCoder2-15B,38,8,13,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_83,AI,StarCoder2-15B,28,5,5,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_84,AI,StarCoder2-15B,19,5,10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_85,AI,StarCoder2-15B,34,8,15,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_86,AI,StarCoder2-15B,25,4,16,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_87,AI,StarCoder2-15B,22,8,8,1,1,45.45454545454546,0,0,0,0,1,0,0,0,0,1,45.45454545454545
ClassEval_88,AI,StarCoder2-15B,19,6,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_89,AI,StarCoder2-15B,15,5,7,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ClassEval_90,AI,StarCoder2-15B,13,6,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
